t_s,hops_fwd,hops_rev,rtt_prop_ms,path_changed,path_fwd
70.7,10,10,90.934,0,1584-316-315-314-313-291-269-247-225-224-1585
70.8,10,10,90.935,0,1584-316-315-314-313-291-269-247-225-224-1585
70.9,10,10,90.936,0,1584-316-315-314-313-291-269-247-225-224-1585
71.0,10,10,90.937,0,1584-316-315-314-313-291-269-247-225-224-1585
71.1,10,10,90.938,0,1584-316-315-314-313-291-269-247-225-224-1585
71.2,10,10,90.939,0,1584-316-315-314-313-291-269-247-225-224-1585
71.3,10,10,90.941,0,1584-316-315-314-313-291-269-247-225-224-1585
71.4,10,10,90.942,0,1584-316-315-314-313-291-269-247-225-224-1585
71.5,10,10,90.943,0,1584-316-315-314-313-291-269-247-225-224-1585
71.6,10,10,90.944,0,1584-316-315-314-313-291-269-247-225-224-1585
71.7,10,10,90.945,0,1584-316-315-314-313-291-269-247-225-224-1585
71.8,10,10,90.947,0,1584-316-315-314-313-291-269-247-225-224-1585
71.9,10,10,90.948,0,1584-316-315-314-313-291-269-247-225-224-1585
72.0,10,10,90.949,0,1584-316-315-314-313-291-269-247-225-224-1585
72.1,10,10,90.950,0,1584-316-315-314-313-291-269-247-225-224-1585
72.2,10,10,90.952,0,1584-316-315-314-313-291-269-247-225-224-1585
72.3,10,10,90.953,0,1584-316-315-314-313-291-269-247-225-224-1585
72.4,10,10,90.954,0,1584-316-315-314-313-291-269-247-225-224-1585
72.5,10,10,90.955,0,1584-316-315-314-313-291-269-247-225-224-1585
72.6,10,10,90.957,0,1584-316-315-314-313-291-269-247-225-224-1585
72.7,10,10,90.958,0,1584-316-315-314-313-291-269-247-225-224-1585
72.8,10,10,90.959,0,1584-316-315-314-313-291-269-247-225-224-1585
72.9,10,10,90.960,0,1584-316-315-314-313-291-269-247-225-224-1585
73.0,10,10,90.962,0,1584-316-315-314-313-291-269-247-225-224-1585
73.1,10,10,90.963,0,1584-316-315-314-313-291-269-247-225-224-1585
73.2,10,10,90.964,0,1584-316-315-314-313-291-269-247-225-224-1585
73.3,10,10,90.966,0,1584-316-315-314-313-291-269-247-225-224-1585
73.4,10,10,90.967,0,1584-316-315-314-313-291-269-247-225-224-1585
73.5,10,10,90.968,0,1584-316-315-314-313-291-269-247-225-224-1585
73.6,10,10,90.970,0,1584-316-315-314-313-291-269-247-225-224-1585
73.7,10,10,90.971,0,1584-316-315-314-313-291-269-247-225-224-1585
73.8,10,10,90.972,0,1584-316-315-314-313-291-269-247-225-224-1585
73.9,10,10,90.974,0,1584-316-315-314-313-291-269-247-225-224-1585
74.0,10,10,90.975,0,1584-316-315-314-313-291-269-247-225-224-1585
74.1,10,10,90.976,0,1584-316-315-314-313-291-269-247-225-224-1585
74.2,10,10,90.978,0,1584-316-315-314-313-291-269-247-225-224-1585
74.3,10,10,90.979,0,1584-316-315-314-313-291-269-247-225-224-1585
74.4,10,10,90.980,0,1584-316-315-314-313-291-269-247-225-224-1585
74.5,10,10,90.982,0,1584-316-315-314-313-291-269-247-225-224-1585
74.6,10,10,90.983,0,1584-316-315-314-313-291-269-247-225-224-1585
74.7,10,10,90.985,0,1584-316-315-314-313-291-269-247-225-224-1585
74.8,10,10,90.986,0,1584-316-315-314-313-291-269-247-225-224-1585
74.9,10,10,90.987,0,1584-316-315-314-313-291-269-247-225-224-1585
75.0,10,10,87.644,1,1584-337-336-335-313-291-269-247-225-224-1585
75.1,10,10,87.643,0,1584-337-336-335-313-291-269-247-225-224-1585
75.2,10,10,87.642,0,1584-337-336-335-313-291-269-247-225-224-1585
75.3,10,10,87.640,0,1584-337-336-335-313-291-269-247-225-224-1585
75.4,10,10,87.639,0,1584-337-336-335-313-291-269-247-225-224-1585
75.5,10,10,87.638,0,1584-337-336-335-313-291-269-247-225-224-1585
75.6,10,10,87.637,0,1584-337-336-335-313-291-269-247-225-224-1585
75.7,10,10,87.635,0,1584-337-336-335-313-291-269-247-225-224-1585
75.8,10,10,87.634,0,1584-337-336-335-313-291-269-247-225-224-1585
75.9,10,10,87.633,0,1584-337-336-335-313-291-269-247-225-224-1585
76.0,10,10,87.632,0,1584-337-336-335-313-291-269-247-225-224-1585
76.1,10,10,87.631,0,1584-337-336-335-313-291-269-247-225-224-1585
76.2,10,10,87.629,0,1584-337-336-335-313-291-269-247-225-224-1585
76.3,10,10,87.628,0,1584-337-336-335-313-291-269-247-225-224-1585
76.4,10,10,87.627,0,1584-337-336-335-313-291-269-247-225-224-1585
76.5,10,10,87.626,0,1584-337-336-335-313-291-269-247-225-224-1585
76.6,10,10,87.625,0,1584-337-336-335-313-291-269-247-225-224-1585
76.7,10,10,87.623,0,1584-337-336-335-313-291-269-247-225-224-1585
76.8,10,10,87.622,0,1584-337-336-335-313-291-269-247-225-224-1585
76.9,10,10,87.621,0,1584-337-336-335-313-291-269-247-225-224-1585
77.0,10,10,87.620,0,1584-337-336-335-313-291-269-247-225-224-1585
77.1,10,10,87.619,0,1584-337-336-335-313-291-269-247-225-224-1585
77.2,10,10,87.618,0,1584-337-336-335-313-291-269-247-225-224-1585
77.3,10,10,87.616,0,1584-337-336-335-313-291-269-247-225-224-1585
77.4,10,10,87.615,0,1584-337-336-335-313-291-269-247-225-224-1585
77.5,10,10,87.614,0,1584-337-336-335-313-291-269-247-225-224-1585
77.6,10,10,87.613,0,1584-337-336-335-313-291-269-247-225-224-1585
77.7,10,10,87.612,0,1584-337-336-335-313-291-269-247-225-224-1585
77.8,10,10,87.611,0,1584-337-336-335-313-291-269-247-225-224-1585
77.9,10,10,87.609,0,1584-337-336-335-313-291-269-247-225-224-1585
78.0,10,10,87.608,0,1584-337-336-335-313-291-269-247-225-224-1585
78.1,10,10,87.607,0,1584-337-336-335-313-291-269-247-225-224-1585
78.2,10,10,87.606,0,1584-337-336-335-313-291-269-247-225-224-1585
78.3,10,10,87.605,0,1584-337-336-335-313-291-269-247-225-224-1585
78.4,10,10,87.604,0,1584-337-336-335-313-291-269-247-225-224-1585
78.5,10,10,87.603,0,1584-337-336-335-313-291-269-247-225-224-1585
78.6,10,10,87.602,0,1584-337-336-335-313-291-269-247-225-224-1585
78.7,10,10,87.601,0,1584-337-336-335-313-291-269-247-225-224-1585
78.8,10,10,87.599,0,1584-337-336-335-313-291-269-247-225-224-1585
78.9,10,10,87.598,0,1584-337-336-335-313-291-269-247-225-224-1585
79.0,10,10,87.597,0,1584-337-336-335-313-291-269-247-225-224-1585
79.1,10,10,87.596,0,1584-337-336-335-313-291-269-247-225-224-1585
79.2,10,10,87.595,0,1584-337-336-335-313-291-269-247-225-224-1585
79.3,10,10,87.594,0,1584-337-336-335-313-291-269-247-225-224-1585
79.4,10,10,87.593,0,1584-337-336-335-313-291-269-247-225-224-1585
79.5,10,10,87.592,0,1584-337-336-335-313-291-269-247-225-224-1585
79.6,10,10,87.591,0,1584-337-336-335-313-291-269-247-225-224-1585
79.7,10,10,87.590,0,1584-337-336-335-313-291-269-247-225-224-1585
79.8,10,10,87.589,0,1584-337-336-335-313-291-269-247-225-224-1585
79.9,10,10,87.588,0,1584-337-336-335-313-291-269-247-225-224-1585
80.0,10,10,87.587,0,1584-337-336-335-313-291-269-247-225-224-1585
80.1,10,10,87.586,0,1584-337-336-335-313-291-269-247-225-224-1585
80.2,10,10,87.585,0,1584-337-336-335-313-291-269-247-225-224-1585
80.3,10,10,87.584,0,1584-337-336-335-313-291-269-247-225-224-1585
80.4,10,10,87.583,0,1584-337-336-335-313-291-269-247-225-224-1585
80.5,10,10,87.582,0,1584-337-336-335-313-291-269-247-225-224-1585
80.6,10,10,87.581,0,1584-337-336-335-313-291-269-247-225-224-1585
80.7,10,10,87.580,0,1584-337-336-335-313-291-269-247-225-224-1585
80.8,10,10,87.578,0,1584-337-336-335-313-291-269-247-225-224-1585
80.9,10,10,87.577,0,1584-337-336-335-313-291-269-247-225-224-1585
81.0,10,10,87.576,0,1584-337-336-335-313-291-269-247-225-224-1585
81.1,10,10,87.575,0,1584-337-336-335-313-291-269-247-225-224-1585
81.2,10,10,87.575,0,1584-337-336-335-313-291-269-247-225-224-1585
81.3,10,10,87.574,0,1584-337-336-335-313-291-269-247-225-224-1585
81.4,10,10,87.573,0,1584-337-336-335-313-291-269-247-225-224-1585
81.5,10,10,87.572,0,1584-337-336-335-313-291-269-247-225-224-1585
81.6,10,10,87.571,0,1584-337-336-335-313-291-269-247-225-224-1585
81.7,10,10,87.570,0,1584-337-336-335-313-291-269-247-225-224-1585
81.8,10,10,87.569,0,1584-337-336-335-313-291-269-247-225-224-1585
81.9,10,10,87.568,0,1584-337-336-335-313-291-269-247-225-224-1585
82.0,10,10,87.567,0,1584-337-336-335-313-291-269-247-225-224-1585
82.1,10,10,87.566,0,1584-337-336-335-313-291-269-247-225-224-1585
82.2,10,10,87.565,0,1584-337-336-335-313-291-269-247-225-224-1585
82.3,10,10,87.564,0,1584-337-336-335-313-291-269-247-225-224-1585
82.4,10,10,87.563,0,1584-337-336-335-313-291-269-247-225-224-1585
82.5,10,10,87.562,0,1584-337-336-335-313-291-269-247-225-224-1585
82.6,10,10,87.561,0,1584-337-336-335-313-291-269-247-225-224-1585
82.7,10,10,87.560,0,1584-337-336-335-313-291-269-247-225-224-1585
82.8,10,10,87.559,0,1584-337-336-335-313-291-269-247-225-224-1585
82.9,10,10,87.558,0,1584-337-336-335-313-291-269-247-225-224-1585
83.0,10,10,87.557,0,1584-337-336-335-313-291-269-247-225-224-1585
83.1,10,10,87.556,0,1584-337-336-335-313-291-269-247-225-224-1585
83.2,10,10,87.555,0,1584-337-336-335-313-291-269-247-225-224-1585
83.3,10,10,87.555,0,1584-337-336-335-313-291-269-247-225-224-1585
83.4,10,10,87.554,0,1584-337-336-335-313-291-269-247-225-224-1585
83.5,10,10,87.553,0,1584-337-336-335-313-291-269-247-225-224-1585
83.6,10,10,87.552,0,1584-337-336-335-313-291-269-247-225-224-1585
83.7,10,10,87.551,0,1584-337-336-335-313-291-269-247-225-224-1585
83.8,10,10,87.550,0,1584-337-336-335-313-291-269-247-225-224-1585
83.9,10,10,87.549,0,1584-337-336-335-313-291-269-247-225-224-1585
84.0,10,10,87.548,0,1584-337-336-335-313-291-269-247-225-224-1585
84.1,10,10,87.547,0,1584-337-336-335-313-291-269-247-225-224-1585
84.2,10,10,87.547,0,1584-337-336-335-313-291-269-247-225-224-1585
84.3,10,10,87.546,0,1584-337-336-335-313-291-269-247-225-224-1585
84.4,10,10,87.545,0,1584-337-336-335-313-291-269-247-225-224-1585
84.5,10,10,87.544,0,1584-337-336-335-313-291-269-247-225-224-1585
84.6,10,10,87.543,0,1584-337-336-335-313-291-269-247-225-224-1585
84.7,10,10,87.542,0,1584-337-336-335-313-291-269-247-225-224-1585
84.8,10,10,87.541,0,1584-337-336-335-313-291-269-247-225-224-1585
84.9,10,10,87.541,0,1584-337-336-335-313-291-269-247-225-224-1585
85.0,10,10,87.540,0,1584-337-336-335-313-291-269-247-225-224-1585
85.1,10,10,87.539,0,1584-337-336-335-313-291-269-247-225-224-1585
85.2,10,10,87.538,0,1584-337-336-335-313-291-269-247-225-224-1585
85.3,10,10,87.537,0,1584-337-336-335-313-291-269-247-225-224-1585
85.4,10,10,87.537,0,1584-337-336-335-313-291-269-247-225-224-1585
85.5,10,10,87.536,0,1584-337-336-335-313-291-269-247-225-224-1585
85.6,10,10,87.535,0,1584-337-336-335-313-291-269-247-225-224-1585
85.7,10,10,87.534,0,1584-337-336-335-313-291-269-247-225-224-1585
85.8,10,10,87.533,0,1584-337-336-335-313-291-269-247-225-224-1585
85.9,10,10,87.532,0,1584-337-336-335-313-291-269-247-225-224-1585
86.0,10,10,87.532,0,1584-337-336-335-313-291-269-247-225-224-1585
86.1,10,10,87.531,0,1584-337-336-335-313-291-269-247-225-224-1585
86.2,10,10,87.530,0,1584-337-336-335-313-291-269-247-225-224-1585
86.3,10,10,87.529,0,1584-337-336-335-313-291-269-247-225-224-1585
86.4,10,10,87.529,0,1584-337-336-335-313-291-269-247-225-224-1585
86.5,10,10,87.528,0,1584-337-336-335-313-291-269-247-225-224-1585
86.6,10,10,87.527,0,1584-337-336-335-313-291-269-247-225-224-1585
86.7,10,10,87.526,0,1584-337-336-335-313-291-269-247-225-224-1585
86.8,10,10,87.525,0,1584-337-336-335-313-291-269-247-225-224-1585
86.9,10,10,87.525,0,1584-337-336-335-313-291-269-247-225-224-1585
87.0,10,10,87.524,0,1584-337-336-335-313-291-269-247-225-224-1585
87.1,10,10,87.523,0,1584-337-336-335-313-291-269-247-225-224-1585
87.2,10,10,87.522,0,1584-337-336-335-313-291-269-247-225-224-1585
87.3,10,10,87.522,0,1584-337-336-335-313-291-269-247-225-224-1585
87.4,10,10,87.521,0,1584-337-336-335-313-291-269-247-225-224-1585
87.5,10,10,87.520,0,1584-337-336-335-313-291-269-247-225-224-1585
87.6,10,10,87.520,0,1584-337-336-335-313-291-269-247-225-224-1585
87.7,10,10,87.519,0,1584-337-336-335-313-291-269-247-225-224-1585
87.8,10,10,87.518,0,1584-337-336-335-313-291-269-247-225-224-1585
87.9,10,10,87.517,0,1584-337-336-335-313-291-269-247-225-224-1585
88.0,10,10,87.517,0,1584-337-336-335-313-291-269-247-225-224-1585
88.1,10,10,87.516,0,1584-337-336-335-313-291-269-247-225-224-1585
88.2,10,10,87.515,0,1584-337-336-335-313-291-269-247-225-224-1585
88.3,10,10,87.515,0,1584-337-336-335-313-291-269-247-225-224-1585
88.4,10,10,87.514,0,1584-337-336-335-313-291-269-247-225-224-1585
88.5,10,10,87.513,0,1584-337-336-335-313-291-269-247-225-224-1585
88.6,10,10,87.512,0,1584-337-336-335-313-291-269-247-225-224-1585
88.7,10,10,87.512,0,1584-337-336-335-313-291-269-247-225-224-1585
88.8,10,10,87.511,0,1584-337-336-335-313-291-269-247-225-224-1585
88.9,10,10,87.510,0,1584-337-336-335-313-291-269-247-225-224-1585
89.0,10,10,87.510,0,1584-337-336-335-313-291-269-247-225-224-1585
89.1,10,10,87.509,0,1584-337-336-335-313-291-269-247-225-224-1585
89.2,10,10,87.508,0,1584-337-336-335-313-291-269-247-225-224-1585
89.3,10,10,87.508,0,1584-337-336-335-313-291-269-247-225-224-1585
89.4,10,10,87.507,0,1584-337-336-335-313-291-269-247-225-224-1585
89.5,10,10,87.506,0,1584-337-336-335-313-291-269-247-225-224-1585
89.6,10,10,87.506,0,1584-337-336-335-313-291-269-247-225-224-1585
89.7,10,10,87.505,0,1584-337-336-335-313-291-269-247-225-224-1585
89.8,10,10,87.504,0,1584-337-336-335-313-291-269-247-225-224-1585
89.9,10,10,87.504,0,1584-337-336-335-313-291-269-247-225-224-1585
90.0,10,10,87.503,0,1584-337-336-335-313-291-269-247-225-224-1585
90.1,10,10,87.503,0,1584-337-336-335-313-291-269-247-225-224-1585
90.2,10,10,87.502,0,1584-337-336-335-313-291-269-247-225-224-1585
90.3,10,10,87.501,0,1584-337-336-335-313-291-269-247-225-224-1585
90.4,10,10,87.501,0,1584-337-336-335-313-291-269-247-225-224-1585
90.5,10,10,87.500,0,1584-337-336-335-313-291-269-247-225-224-1585
90.6,10,10,87.500,0,1584-337-336-335-313-291-269-247-225-224-1585
90.7,10,10,87.499,0,1584-337-336-335-313-291-269-247-225-224-1585
90.8,10,10,87.498,0,1584-337-336-335-313-291-269-247-225-224-1585
90.9,10,10,87.498,0,1584-337-336-335-313-291-269-247-225-224-1585
91.0,10,10,87.497,0,1584-337-336-335-313-291-269-247-225-224-1585
91.1,10,10,87.497,0,1584-337-336-335-313-291-269-247-225-224-1585
91.2,10,10,87.496,0,1584-337-336-335-313-291-269-247-225-224-1585
91.3,10,10,87.495,0,1584-337-336-335-313-291-269-247-225-224-1585
91.4,10,10,87.495,0,1584-337-336-335-313-291-269-247-225-224-1585
91.5,10,10,87.494,0,1584-337-336-335-313-291-269-247-225-224-1585
91.6,10,10,87.494,0,1584-337-336-335-313-291-269-247-225-224-1585
91.7,10,10,87.493,0,1584-337-336-335-313-291-269-247-225-224-1585
91.8,10,10,87.493,0,1584-337-336-335-313-291-269-247-225-224-1585
91.9,10,10,87.492,0,1584-337-336-335-313-291-269-247-225-224-1585
92.0,10,10,87.491,0,1584-337-336-335-313-291-269-247-225-224-1585
92.1,10,10,87.491,0,1584-337-336-335-313-291-269-247-225-224-1585
92.2,10,10,87.490,0,1584-337-336-335-313-291-269-247-225-224-1585
92.3,10,10,87.490,0,1584-337-336-335-313-291-269-247-225-224-1585
92.4,10,10,87.489,0,1584-337-336-335-313-291-269-247-225-224-1585
92.5,10,10,87.489,0,1584-337-336-335-313-291-269-247-225-224-1585
92.6,10,10,87.488,0,1584-337-336-335-313-291-269-247-225-224-1585
92.7,10,10,87.488,0,1584-337-336-335-313-291-269-247-225-224-1585
92.8,10,10,87.487,0,1584-337-336-335-313-291-269-247-225-224-1585
92.9,10,10,87.487,0,1584-337-336-335-313-291-269-247-225-224-1585
93.0,10,10,87.486,0,1584-337-336-335-313-291-269-247-225-224-1585
93.1,10,10,87.486,0,1584-337-336-335-313-291-269-247-225-224-1585
93.2,10,10,87.485,0,1584-337-336-335-313-291-269-247-225-224-1585
93.3,10,10,87.485,0,1584-337-336-335-313-291-269-247-225-224-1585
93.4,10,10,87.484,0,1584-337-336-335-313-291-269-247-225-224-1585
93.5,10,10,87.484,0,1584-337-336-335-313-291-269-247-225-224-1585
93.6,10,10,87.483,0,1584-337-336-335-313-291-269-247-225-224-1585
93.7,10,10,87.483,0,1584-337-336-335-313-291-269-247-225-224-1585
93.8,10,10,87.482,0,1584-337-336-335-313-291-269-247-225-224-1585
93.9,10,10,87.482,0,1584-337-336-335-313-291-269-247-225-224-1585
94.0,10,10,87.481,0,1584-337-336-335-313-291-269-247-225-224-1585
94.1,10,10,87.481,0,1584-337-336-335-313-291-269-247-225-224-1585
94.2,10,10,87.480,0,1584-337-336-335-313-291-269-247-225-224-1585
94.3,10,10,87.480,0,1584-337-336-335-313-291-269-247-225-224-1585
94.4,10,10,87.479,0,1584-337-336-335-313-291-269-247-225-224-1585
94.5,10,10,87.479,0,1584-337-336-335-313-291-269-247-225-224-1585
94.6,10,10,87.479,0,1584-337-336-335-313-291-269-247-225-224-1585
94.7,10,10,87.478,0,1584-337-336-335-313-291-269-247-225-224-1585
94.8,10,10,87.478,0,1584-337-336-335-313-291-269-247-225-224-1585
94.9,10,10,87.477,0,1584-337-336-335-313-291-269-247-225-224-1585
95.0,10,10,87.477,0,1584-337-336-335-313-291-269-247-225-224-1585
95.1,10,10,87.476,0,1584-337-336-335-313-291-269-247-225-224-1585
95.2,10,10,87.476,0,1584-337-336-335-313-291-269-247-225-224-1585
95.3,10,10,87.476,0,1584-337-336-335-313-291-269-247-225-224-1585
95.4,10,10,87.475,0,1584-337-336-335-313-291-269-247-225-224-1585
95.5,10,10,87.475,0,1584-337-336-335-313-291-269-247-225-224-1585
95.6,10,10,87.474,0,1584-337-336-335-313-291-269-247-225-224-1585
95.7,10,10,87.474,0,1584-337-336-335-313-291-269-247-225-224-1585
95.8,10,10,87.474,0,1584-337-336-335-313-291-269-247-225-224-1585
95.9,10,10,87.473,0,1584-337-336-335-313-291-269-247-225-224-1585
96.0,10,10,87.473,0,1584-337-336-335-313-291-269-247-225-224-1585
96.1,10,10,87.472,0,1584-337-336-335-313-291-269-247-225-224-1585
96.2,10,10,87.472,0,1584-337-336-335-313-291-269-247-225-224-1585
96.3,10,10,87.472,0,1584-337-336-335-313-291-269-247-225-224-1585
96.4,10,10,87.471,0,1584-337-336-335-313-291-269-247-225-224-1585
96.5,10,10,87.471,0,1584-337-336-335-313-291-269-247-225-224-1585
96.6,10,10,87.471,0,1584-337-336-335-313-291-269-247-225-224-1585
96.7,10,10,87.470,0,1584-337-336-335-313-291-269-247-225-224-1585
96.8,10,10,87.470,0,1584-337-336-335-313-291-269-247-225-224-1585
96.9,10,10,87.469,0,1584-337-336-335-313-291-269-247-225-224-1585
97.0,10,10,87.469,0,1584-337-336-335-313-291-269-247-225-224-1585
97.1,10,10,87.469,0,1584-337-336-335-313-291-269-247-225-224-1585
97.2,10,10,87.468,0,1584-337-336-335-313-291-269-247-225-224-1585
97.3,10,10,87.468,0,1584-337-336-335-313-291-269-247-225-224-1585
97.4,10,10,87.468,0,1584-337-336-335-313-291-269-247-225-224-1585
97.5,10,10,87.467,0,1584-337-336-335-313-291-269-247-225-224-1585
97.6,10,10,87.467,0,1584-337-336-335-313-291-269-247-225-224-1585
97.7,10,10,87.467,0,1584-337-336-335-313-291-269-247-225-224-1585
97.8,10,10,87.466,0,1584-337-336-335-313-291-269-247-225-224-1585
97.9,10,10,87.466,0,1584-337-336-335-313-291-269-247-225-224-1585
98.0,10,10,87.466,0,1584-337-336-335-313-291-269-247-225-224-1585
98.1,10,10,87.466,0,1584-337-336-335-313-291-269-247-225-224-1585
98.2,10,10,87.465,0,1584-337-336-335-313-291-269-247-225-224-1585
98.3,10,10,87.465,0,1584-337-336-335-313-291-269-247-225-224-1585
98.4,10,10,87.465,0,1584-337-336-335-313-291-269-247-225-224-1585
98.5,10,10,87.464,0,1584-337-336-335-313-291-269-247-225-224-1585
98.6,10,10,87.464,0,1584-337-336-335-313-291-269-247-225-224-1585
98.7,10,10,87.464,0,1584-337-336-335-313-291-269-247-225-224-1585
98.8,10,10,87.464,0,1584-337-336-335-313-291-269-247-225-224-1585
98.9,10,10,87.463,0,1584-337-336-335-313-291-269-247-225-224-1585
99.0,10,10,87.463,0,1584-337-336-335-313-291-269-247-225-224-1585
99.1,10,10,87.463,0,1584-337-336-335-313-291-269-247-225-224-1585
99.2,10,10,87.463,0,1584-337-336-335-313-291-269-247-225-224-1585
99.3,10,10,87.462,0,1584-337-336-335-313-291-269-247-225-224-1585
99.4,10,10,87.462,0,1584-337-336-335-313-291-269-247-225-224-1585
99.5,10,10,87.462,0,1584-337-336-335-313-291-269-247-225-224-1585
99.6,10,10,87.462,0,1584-337-336-335-313-291-269-247-225-224-1585
99.7,10,10,87.461,0,1584-337-336-335-313-291-269-247-225-224-1585
99.8,10,10,87.461,0,1584-337-336-335-313-291-269-247-225-224-1585
99.9,10,10,87.461,0,1584-337-336-335-313-291-269-247-225-224-1585
100.0,10,10,87.461,0,1584-337-336-335-313-291-269-247-225-224-1585
100.1,10,10,87.460,0,1584-337-336-335-313-291-269-247-225-224-1585
100.2,10,10,87.460,0,1584-337-336-335-313-291-269-247-225-224-1585
100.3,10,10,87.460,0,1584-337-336-335-313-291-269-247-225-224-1585
100.4,10,10,87.460,0,1584-337-336-335-313-291-269-247-225-224-1585
100.5,10,10,87.460,0,1584-337-336-335-313-291-269-247-225-224-1585
100.6,10,10,87.459,0,1584-337-336-335-313-291-269-247-225-224-1585
100.7,10,10,87.459,0,1584-337-336-335-313-291-269-247-225-224-1585
100.8,10,10,87.459,0,1584-337-336-335-313-291-269-247-225-224-1585
100.9,10,10,87.459,0,1584-337-336-335-313-291-269-247-225-224-1585
101.0,10,10,87.459,0,1584-337-336-335-313-291-269-247-225-224-1585
101.1,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.2,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.3,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.4,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.5,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.6,10,10,87.458,0,1584-337-336-335-313-291-269-247-225-224-1585
101.7,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
101.8,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
101.9,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
102.0,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
102.1,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
102.2,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
102.3,10,10,87.457,0,1584-337-336-335-313-291-269-247-225-224-1585
102.4,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
102.5,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
102.6,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
102.7,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
102.8,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
102.9,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
103.0,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
103.1,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
103.2,10,10,87.456,0,1584-337-336-335-313-291-269-247-225-224-1585
103.3,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.4,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.5,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.6,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.7,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.8,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
103.9,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.0,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.1,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.2,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.3,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.4,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.5,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.6,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.7,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.8,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
104.9,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
105.0,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.1,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.2,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.3,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.4,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.5,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.6,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.7,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.8,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
105.9,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
106.0,10,10,87.454,0,1584-337-336-335-313-291-269-247-225-224-1585
106.1,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.2,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.3,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.4,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.5,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.6,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.7,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.8,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
106.9,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
107.0,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
107.1,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
107.2,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
107.3,10,10,87.455,0,1584-337-336-335-313-291-269-247-225-224-1585
